accession	organism	taxid	group	supergroup	stratum	length	gc	n_cds	n_trna	n_rrna	transl_table	n_markers	markers
NC_024523.1	Funaria hygrometrica	29583	Streptophyta	Archaeplastida	Viridiplantae	109586	0.4039	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_027976.1	Ginkgo biloba	3311	Streptophyta	Archaeplastida	Viridiplantae	346544	0.5036	40	23	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_045849.1	Caulerpa ashmeadii	177078	Chlorophyta	Archaeplastida	Viridiplantae	197427	0.5473	22	16	2	1	17	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9
NC_038217.1	Caulerpa lentillifera	148947	Chlorophyta	Archaeplastida	Viridiplantae	209034	0.5087	59	20	3	1	17	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9
NC_039751.1	Leiosporoceros dussii	263836	Streptophyta	Archaeplastida	Viridiplantae	212153	0.4424	23	23	3	1	19	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl2,rps19,sdh3,sdh4
NC_071971.1	Huperzia crispata	380486	Streptophyta	Archaeplastida	Viridiplantae	412594	0.4397	34	45	6	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh3,sdh4
NC_017755.1	Phlegmariurus squarrosus	73615	Streptophyta	Archaeplastida	Viridiplantae	413530	0.4416	147	34	6	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh3,sdh4
NC_080981.1	Lycopodium japonicum	672196	Streptophyta	Archaeplastida	Viridiplantae	454458	0.4446	34	42	6	1	25	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh3,sdh4
NC_023273.1	Bathycoccus prasinos	41875	Chlorophyta	Archaeplastida	Viridiplantae	43614	0.4011	41	26	4	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_008290.1	Ostreococcus tauri	70448	Chlorophyta	Archaeplastida	Viridiplantae	44237	0.3822	43	28	6	1	23	atp1,atp6,atp9,cob,cox2,cox3,nad1,nad2,nad3,nad4,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_012643.1	Micromonas commoda	296587	Chlorophyta	Archaeplastida	Viridiplantae	47425	0.3458	39	34	6	1	20	atp9,cob,cox2,cox3,nad2,nad3,nad4,nad4L,nad5,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_042873.1	Dumortiera hirsuta	56917	Streptophyta	Archaeplastida	Viridiplantae	178019	0.4223	41	28	3	1	26	atp1,atp6,atp8,atp9,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_001660.1	Marchantia paleacea	56867	Streptophyta	Archaeplastida	Viridiplantae	186609	0.4241	76	29	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_043906.1	Riccia fluitans	41844	Streptophyta	Archaeplastida	Viridiplantae	185621	0.4236	42	28	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_053538.1	Wiesnerella denudata	179049	Streptophyta	Archaeplastida	Viridiplantae	186911	0.4288	41	28	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_022797.1	Monomastix sp. OKE-1	141716	Chlorophyta	Archaeplastida	Viridiplantae	60883	0.4013	58	26	3	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_013765.1	Phaeoceros laevis	37308	Streptophyta	Archaeplastida	Viridiplantae	209482	0.446	38	20	3	1	16	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,sdh4
NC_008256.1	Oltmannsiellopsis viridis	51324	Chlorophyta	Archaeplastida	Viridiplantae	56761	0.3339	36	24	3	1	22	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rps11,rps12,rps19,rps3
NC_030900.1	Ophioglossum californicum	1267209	Streptophyta	Archaeplastida	Viridiplantae	372339	0.5222	37	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_065260.1	Ophioglossum vulgatum	49227	Streptophyta	Archaeplastida	Viridiplantae	369673	0.5214	37	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_045361.1	Ostreobium quekettii	121088	Chlorophyta	Archaeplastida	Viridiplantae	241739	0.483	54	28	3	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_000892.1	Pedinomonas minor	3159	Chlorophyta	Archaeplastida	Viridiplantae	25137	0.222	11	9	3	4	11	atp6,atp8,cob,cox1,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_042491.1	Picocystis salinarum	88271	Chlorophyta	Archaeplastida	Viridiplantae	41858	0.6772	36	26	4	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_013444.1	Pleurozia purpurea	280637	Streptophyta	Archaeplastida	Viridiplantae	168526	0.4537	69	28	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_024520.1	Atrichum angustatum	37310	Streptophyta	Archaeplastida	Viridiplantae	115146	0.4051	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_039775.1	Polytrichum commune	3213	Streptophyta	Archaeplastida	Viridiplantae	114831	0.4049	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_023355.1	Prasinoderma coloniale	156133	Other eukaryotes	Other	Viridiplantae	54546	0.4578	34	36	4	1	24	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh3
NC_013935.1	Pycnococcus provasolii	41880	Chlorophyta	Archaeplastida	Viridiplantae	24321	0.3776	18	16	2	1	16	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps12,rps3
NC_043907.1	Ptilidium ciliare	139839	Streptophyta	Archaeplastida	Viridiplantae	179562	0.4482	42	28	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_031504.1	Pyramimonas parkeae	36894	Chlorophyta	Archaeplastida	Viridiplantae	43294	0.3116	42	35	2	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_036614.1	Cymbomonas tetramitiformis	36881	Chlorophyta	Archaeplastida	Viridiplantae	73520	0.3777	31	31	3	1	24	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_024760.1	Mychonastes homosphaera	31300	Chlorophyta	Archaeplastida	Viridiplantae	25149	0.4297	13	23	6	22	12	atp6,atp9,cob,cox1,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_024763.1	Pseudomuriella schumacherensis	889459	Chlorophyta	Archaeplastida	Viridiplantae	43134	0.4276	16	26	6	22	12	atp6,atp9,cob,cox1,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_024521.1	Sphagnum palustre	13805	Streptophyta	Archaeplastida	Viridiplantae	141276	0.3899	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_079917.1	Sphagnum subsecundum	231106	Streptophyta	Archaeplastida	Viridiplantae	141684	0.3899	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_024290.1	Tetraphis pellucida	37420	Streptophyta	Archaeplastida	Viridiplantae	107730	0.4253	41	24	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_027060.1	Lobosphaera incisa	312850	Chlorophyta	Archaeplastida	Viridiplantae	69997	0.3597	34	27	3	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_066038.1	Symbiochloris sp. SG-2018	2126034	Chlorophyta	Archaeplastida	Viridiplantae	59508	0.3539	31	24	3	1	24	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps7
NC_027722.1	Botryococcus braunii	38881	Chlorophyta	Archaeplastida	Viridiplantae	84583	0.4427	42	23	3	1	24	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_016122.1	Treubia lacunosa	93845	Streptophyta	Archaeplastida	Viridiplantae	151983	0.4338	69	27	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_072925.1	Gayralia brasiliensis	1286870	Chlorophyta	Archaeplastida	Viridiplantae	95884	0.3484	29	25	2	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3
NC_005926.1	Tupiella akineta	160070	Chlorophyta	Archaeplastida	Viridiplantae	95880	0.3934	72	25	2	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3
NC_072926.1	Monostroma nitidum	138667	Chlorophyta	Archaeplastida	Viridiplantae	95867	0.3484	29	25	2	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3
NC_065202.1	Ulva meridionalis	434723	Chlorophyta	Archaeplastida	Viridiplantae	100796	0.3378	60	29	3	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3
NC_048968.1	Jaagichlorella hainangensis	445995	Chlorophyta	Archaeplastida	Viridiplantae	54084	0.3103	30	20	3	1	21	atp1,atp6,atp9,cob,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rps12,rps19,rps3,rps7
NC_046060.1	Jaagichlorella roystonensis	1052852	Chlorophyta	Archaeplastida	Viridiplantae	130507	0.3415	64	34	2	1	21	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rps12,rps19,rps3,rps7
NC_029130.1	Welwitschia mirabilis	3377	Streptophyta	Archaeplastida	Viridiplantae	978846	0.5302	29	8	3	1	20	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rps12,rps3,sdh4
NC_046950.1	Roya anglica	43943	Streptophyta	Archaeplastida	Viridiplantae	69371	0.2685	42	23	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_022863.1	Roya obtusa	104537	Streptophyta	Archaeplastida	Viridiplantae	69465	0.2683	41	26	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_088772.1	Zygnema cf. cylindricum	3142258	Streptophyta	Archaeplastida	Viridiplantae	323370	0.5367	41	22	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_072974.1	Zygnema circumcarinatum	35869	Streptophyta	Archaeplastida	Viridiplantae	216190	0.4873	53	29	5	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_046780.1	Jenufa minuta	993092	Chlorophyta	Archaeplastida	Viridiplantae	41488	0.3229	15	24	6	4	13	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_046779.1	Jenufa perforata	993091	Chlorophyta	Archaeplastida	Viridiplantae	27198	0.3144	13	25	6	4	13	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_001637.1	Acanthamoeba castellanii	5755	Amoebozoa	Amoebozoa	must_include	41591	0.294	40	15	2	4	25	atp1,atp6,atp9,cob,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_001715.1	Allomyces macrogynus	28583	Fungi	Opisthokonta	must_include	57473	0.395	25	25	2	4	15	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3
NC_036491.1	Ancoracysta twista	2044563	Other eukaryotes	Other	must_include	52735	0.3495	57	27	3	4	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_021124.1	Andalucia godoyi	505711	Jakobida	Discoba	must_include	67656	0.3631	72	29	3	11	35	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,tufA
NC_001328.1	Caenorhabditis elegans	6239	Metazoa	Opisthokonta	must_include	13794	0.2378	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_001638.1	Chlamydomonas reinhardtii	3055	Chlorophyta	Archaeplastida	must_include	15758	0.452	8	3	14	1	7	cob,cox1,nad1,nad2,nad4,nad5,nad6
NC_001677.2	Chondrus crispus	2769	Rhodophyta	Archaeplastida	must_include	25836	0.2789	29	24	4	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_000887.3	Cyanidioschyzon merolae	45157	Rhodophyta	Archaeplastida	must_include	32211	0.2707	34	25	3	1	24	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_000895.1	Dictyostelium discoideum	44689	Amoebozoa	Amoebozoa	must_include	55564	0.2743	42	18	2	1	24	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps7
NC_029886.1	Diphylleia rotans	190327	CRuMs	CRuMs	must_include	62563	0.344	58	27	3	1	31	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4
NC_024511.2	Drosophila melanogaster	7227	Metazoa	Opisthokonta	must_include	19524	0.1778	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_005332.1	Emiliania huxleyi	2903	Haptophyta	Haptista	must_include	29013	0.2831	21	25	2	4	16	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps12,rps3
NC_010637.1	Hemiselmis andersenii	464988	Cryptophyta	Cryptista	must_include	60553	0.2872	44	28	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3
NC_021125.1	Histiona aroides	392300	Jakobida	Discoba	must_include	70177	0.3541	72	26	3	11	36	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,secY,tufA
NC_012920.1	Homo sapiens	9606	Metazoa	Opisthokonta	must_include	16569	0.4436	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_021126.1	Jakoba bahamiensis	221721	Jakobida	Discoba	must_include	65327	0.3222	68	26	3	11	36	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,secY,tufA
NC_021127.1	Jakoba libera	143017	Jakobida	Discoba	must_include	100252	0.3199	84	26	3	11	36	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,secY,tufA
NC_002553.1	Malawimonas jakobiformis	136089	Malawimonadida	Malawimonadida	must_include	47328	0.2611	49	36	4	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_008240.1	Mesostigma viride	41882	Streptophyta	Archaeplastida	must_include	42424	0.3221	41	26	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_004309.1	Monosiga brevicollis	81824	Choanoflagellata	Opisthokonta	must_include	76568	0.1401	32	25	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl2,rpl5,rps12,rps19,rps3
NC_002573.1	Naegleria gruberi	5762	Discoba	Discoba	must_include	49843	0.2224	46	21	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2
NC_008239.1	Nephroselmis olivacea	31312	Chlorophyta	Archaeplastida	must_include	45223	0.328	40	26	3	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_002571.1	Ochromonas danica	2986	Stramenopiles	SAR	must_include	41035	0.2623	44	29	2	1	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7
NC_007945.1	Physcomitrium patens	3218	Streptophyta	Archaeplastida	must_include	105340	0.4057	42	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_002387.1	Phytophthora infestans	4787	Stramenopiles	SAR	must_include	37957	0.223	40	25	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_002007.1	Porphyra purpurea	2787	Rhodophyta	Archaeplastida	must_include	36753	0.3349	29	24	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_001613.1	Prototheca wickerhamii	3111	Chlorophyta	Archaeplastida	must_include	55328	0.2582	36	26	3	1	24	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_001823.1	Reclinomonas americana	48483	Jakobida	Discoba	must_include	69034	0.2612	67	26	4	11	36	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,secY,tufA
NC_002572.1	Rhodomonas salina	3034	Cryptophyta	Cryptista	must_include	48063	0.2983	44	27	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_027264.1	Saccharomyces cerevisiae	4932	Fungi	Opisthokonta	must_include	78917	0.1613	8	24	2	3	8	atp6,atp8,atp9,cob,cox1,cox2,cox3,rps3
NC_021128.1	Seculamonas ecuadoriensis	221724	Jakobida	Discoba	must_include	69158	0.3186	68	27	3	11	36	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rpoB,rpoC,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,secY,tufA
NC_003029.1	Tetrahymena thermophila	5911	Alveolata	SAR	must_include	47577	0.2076	45	8	6	4	17	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_008151.3	Trichoplax adhaerens	10228	Metazoa	Opisthokonta	must_include	43079	0.4701	17	22	3	4	11	atp6,cob,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
